scenario                           , run, kind     , threads, workload    , timed_workload, operation_count_configured, read_proportion, update_proportion, postcopy_delay_s, guest_memory_gib, valid_primary, exclusion_reason                                                            , ycsb_operation_count_ok, ycsb_total_operations, benchmark_runtime_host_s, benchmark_runtime_ycsb_s, steady_throughput_ops_s, steady_avg_latency_ms, steady_p99_latency_ms, pgstats_available, steady_buffer_hit_pct, postgres_log_available, migration_completed, migration_status, migration_start_run_s, migration_end_run_s, migration_start_ycsb_s, migration_end_ycsb_s, migration_duration_event_s, migration_duration_qmp_s, migration_downtime_ms, pre_throughput_ops_s, during_throughput_ops_s, pre_throttle_10s_throughput_ops_s, throttled_throughput_ops_s, post_0_10_throughput_ops_s, post_10_30_throughput_ops_s, post_30_90_throughput_ops_s, total_transferred_gib, precopy_transferred_gib, postcopy_transferred_gib, downtime_transferred_gib, transfer_amplification, median_active_dirty_pages_s, median_active_dirty_mib_s, active_dirty_sample_count, median_active_transfer_mib_s, active_transfer_sample_count, qemu_completed_transfer_rate_mib_s, dirty_sync_count, postcopy_page_requests, postcopy_remote_fault_count, postcopy_blocktime_ms, postcopy_latency_ms, entered_postcopy, max_cpu_throttle_pct, throttle_start_after_migration_s, throttle_active_observed_span_s, throttle_active_until_migration_end_s, max_throttle_first_after_migration_s, max_throttle_observed_span_s, migration_end_minus_benchmark_end_s, migration_completed_before_benchmark_end, pre_avg_latency_ms  , pre_p99_latency_ms  , during_avg_latency_ms, during_p99_latency_ms, post_0_10_avg_latency_ms, post_0_10_p99_latency_ms, post_30_90_avg_latency_ms, post_30_90_p99_latency_ms, post_30_90_observed_samples, post_30_90_observed_duration_s, post_30_90_complete, pre_buffer_hit_pct, post_0_10_buffer_hit_pct, post_buffer_hit_pct, hugepages_available, hugepages_t0_available, hugepages_t10_available, hugepages_t40_available, hugepages_t100_available, rss_t0_mib   , anon_hugepages_t0_mib, anon_hugepages_t0_pct_rss, rss_t10_mib  , anon_hugepages_t10_mib, anon_hugepages_t10_pct_rss, rss_t40_mib  , anon_hugepages_t40_mib, anon_hugepages_t40_pct_rss, rss_t100_mib , anon_hugepages_t100_mib, anon_hugepages_t100_pct_rss, service_interruption_s, stopcopy_operations_before_pause, post_resume_host_throughput_ops_s, source_ycsb_total_operations, destination_ycsb_total_operations, source_shutdown_duration_s, destination_boot_to_postgres_s, destination_ready_to_benchmark_s, control_plane_service_gap_s, observed_service_gap_s, prepared_boot_throughput_ops_s, prepared_catchup_throughput_ops_s, prepared_boot_phase_duration_s, prepared_catchup_duration_s, prepared_preparation_duration_s, prepared_lag_at_shutdown_mib, prepared_shutdown_duration_s, prepared_replay_drain_s, prepared_promotion_duration_s, prepared_promotion_to_benchmark_s, prepared_handover_duration_s, destination_boot_to_ssh_s, source_active_at_shutdown, prepared_source_alone_disk_write_mib_s, prepared_boot_disk_write_mib_s, prepared_catchup_disk_write_mib_s, prepared_source_alone_io_full_avg10_pct, prepared_boot_io_full_avg10_pct, prepared_catchup_io_full_avg10_pct, builder_version    , input_fingerprint_sha256
Postcopy_4T                        ,   7, migration,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       336.9171101920001 ,                    335.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    161.88779784099825,  163.89778062599726,     150.10686594399886,   152.11684872899787,         2.0099827849990106,                    1.858,                   6.0,    608.05           ,      562.0             ,                                  ,                           ,         615.7             ,           596.2            ,           616.35           ,    1.7991650719195604,     0.03777667973190546,      1.7608743170276284 ,     0.0                 ,    0.22489563398994505,                            ,                          ,                       0.0,           216.93952878316244,                          9.0,                 992.1082572135864 ,              2.0,                  670.0,                       670.0,                   6.0,            0.443709, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -184.80026146300224                , True                                    ,  6.687022           , 23.859              ,   7.10412            ,  29.191              ,       6.496385          ,       19.363799999999998,        6.7032834999999995,        19.449933333333334,                        60.0,                           60.0, True               ,  88.69820076528535,        88.78596338273758,   88.29317313426243, True               , True                  , True                   , True                   , True                    , 1890.42578125,                  54.0,        2.8564993418728006, 1938.13671875,                   54.0,        2.7861811541771555 , 2065.69140625,                   72.0,        3.48551578334282   , 2276.34375   ,                    84.0,          3.6901280836868335,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_4T                        ,   8, migration,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       332.7321929300015 ,                    331.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    164.10924348499975,  166.12167513500026,     150.10710501100039,   152.1195366610009 ,         2.012431650000508 ,                    1.868,                   5.0,    605.4            ,      560.5             ,                                  ,                           ,         617.6             ,           594.85           ,           617.0833333333334,    1.7897908901795745,     0.03777667973190546,      1.7515001352876425 ,     0.0                 ,    0.2237238612724468 ,                            ,                          ,                       0.0,           640.7172701774388 ,                          9.0,                 981.6528503180954 ,              2.0,                 2749.0,                      2749.0,                  19.0,            0.167166, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -180.61265626900058                , True                                    ,  6.737757           , 22.645400000000002  ,   7.063770000000001  ,  26.199              ,       6.477755000000001 ,       18.8278           ,        6.711476333333333 ,        19.631533333333334,                        60.0,                           60.0, True               ,  88.72378379314526,        88.78109613889609,   88.24467689459577, True               , True                  , True                   , True                   , True                    , 1881.984375  ,                  54.0,        2.869311813494732 , 1926.22265625,                   54.0,        2.8034142275705567 , 2054.44921875,                   74.0,        3.601938627863688  , 2273.37890625,                    86.0,          3.782915367234551 ,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_4T                        ,   9, migration,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       339.066264871999  ,                    336.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    163.7678047599984 ,  165.7788032919998 ,     150.10713564699836,   152.11813417899975,         2.010998532001395 ,                    1.874,                   4.0,    601.35           ,      557.0550000000001 ,                                  ,                           ,         549.7             ,           576.35           ,           599.0596666666667,    1.7866368889808655,     0.03777667973190546,      1.748346178792417  ,     0.0                 ,    0.22332961112260818,                            ,                          ,                       0.0,           530.7126446305034 ,                          9.0,                 976.7838624220001 ,              2.0,                 3003.0,                      3003.0,                  17.0,            0.179505, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -186.94813069299926                , True                                    ,  6.942041000000001  , 21.6206             ,   7.1547350000000005 ,  23.687              ,       8.130695          ,       30.8182           ,       20.342224          ,        47.523133333333334,                        60.0,                           60.0, True               ,  88.75887903019077,        88.7560473780793 ,   88.35358967011109, True               , True                  , True                   , True                   , True                    , 1878.38671875,                  56.0,        2.9812817265480893, 1923.6640625 ,                   56.0,        2.9111112013613343 , 2051.85546875,                   76.0,        3.703964589976679  , 2264.73828125,                    88.0,          3.8856586974557286,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_4T                        ,  10, migration,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       330.41571469799965,                    329.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    164.1768430660013 ,  166.18848969100145,     150.106789630001  ,   152.11843625500114,         2.0116466250001395,                    1.876,                   3.0,    608.2            ,      560.5             ,                                  ,                           ,         619.9             ,           590.5            ,           619.4            ,    1.80229237023741  ,     0.03777667973190546,      1.7640016600489616 ,     0.0                 ,    0.22528654627967626,                            ,                          ,                       0.0,           894.3230802362615 ,                          9.0,                 984.8171756259915 ,              2.0,                 3001.0,                      3001.0,                  21.0,            0.170867, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -178.2972784429985                 , True                                    ,  6.884521500000001  , 23.194200000000002  ,   7.08439            ,  25.431              ,       6.453374999999999 ,       19.359            ,        6.589923333333334 ,        19.369            ,                        60.0,                           60.0, True               ,  88.5909001765052 ,        88.6893085839345 ,   88.28022740148866, True               , True                  , True                   , True                   , True                    , 1895.84375   ,                  56.0,        2.9538299240114063, 1943.21484375,                   56.0,        2.881822366688578  , 2070.47265625,                   80.0,        3.863852041634515  , 2283.765625  ,                    90.0,          3.9408597368655114,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Stop_Copy_4T                       ,   1, stopcopy ,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       249.3157347419983 ,                    234.0,                        ,                      ,                      , True             ,                      , False                 , True               , completed       ,    164.1084814269998 ,  178.39622741600033,     150.114979193997  ,   164.40272518299753,        14.287745989000541 ,                   14.119,                  17.0,    590.4689999999999,                        ,                                  ,                           ,                           ,                            ,                            ,    1.790756301023066 ,     0.0                ,      0.0                ,     1.7903644321486354  ,    0.22384453762788326,                            ,                          ,                       0.0,           129.00232315063474,                         70.0,                 129.90467924678518,              3.0,                    0.0,                            ,                      ,                    , False           ,                     ,                                 ,                                ,                                      ,                                     ,                             , -84.91300955900078                 , True                                    ,  6.927799500000001  , 22.3294             ,                      ,                      ,                         ,                         ,                          ,                          ,                            ,                               ,                    ,  88.69370808048546,                         ,                    ,                    ,                       ,                        ,                        ,                         ,              ,                      ,                          ,              ,                       ,                           ,              ,                       ,                           ,              ,                        ,                            ,     14.645157273000223,                         136081.0,                1347.240462241059 ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Stop_Copy_4T                       ,   2, stopcopy ,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       251.52326142099992,                    236.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    163.0274422930015 ,  177.30193296200014,     150.10726416499892,   164.38175483399755,        14.274490668998624 ,                   14.112,                  11.0,    610.8875         ,                        ,                                  ,                           ,                           ,                            ,                            ,    1.7855466632172465,     0.0                ,      0.0                ,     1.7851548129692674  ,    0.22319333290215582,                            ,                          ,                       0.0,           129.0022802352905 ,                         70.0,                 129.57265843203604,              3.0,                    0.0,                            ,                      ,                    , False           ,                     ,                                 ,                                ,                                      ,                                     ,                             , -87.14150658700237                 , True                                    ,  7.131665000000001  , 24.2838             ,                      ,                      ,                         ,                         ,                          ,                          ,                            ,                               ,                    ,  88.63893352377552,                         ,                    ,                    ,                       ,                        ,                        ,                         ,              ,                      ,                          ,              ,                       ,                           ,              ,                       ,                           ,              ,                        ,                            ,     14.616658463000931,                         135475.0,                1319.400716906454 ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Stop_Copy_4T                       ,   3, stopcopy ,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       251.4607122410016 ,                    250.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    161.89017544500166,  175.9681729699987 ,     150.1072914050019 ,   164.18528892999893,        14.077997524997045 ,                   14.012,                  10.0,    606.3685         ,                        ,                                  ,                           ,                           ,                            ,                            ,    1.7743341913446784,     0.0                ,      0.0                ,     1.7739423410966992  ,    0.2217917739180848 ,                            ,                          ,                       0.0,           129.0021514892578 ,                         69.0,                 129.67798243786672,              3.0,                    0.0,                            ,                      ,                    , False           ,                     ,                                 ,                                ,                                      ,                                     ,                             , -87.27542331100267                 , True                                    ,  6.725769499999999  , 22.644599999999997  ,                      ,                      ,                         ,                         ,                          ,                          ,                            ,                               ,                    ,  88.76770307667263,                         ,                    ,                    ,                       ,                        ,                        ,                         ,              ,                      ,                          ,              ,                       ,                           ,              ,                       ,                           ,              ,                        ,                            ,     14.410214259998611,                         135884.0,                1312.5106707330795,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Stop_Copy_4T                       ,   4, stopcopy ,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       249.20163700799822,                    233.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    164.14335953800037,  178.21861459200227,     150.10489868799777,   164.18015374199967,        14.0752550540019   ,                   14.013,                  11.0,    618.95           ,                        ,                                  ,                           ,                           ,                            ,                            ,    1.7750282799825072,     0.0                ,      0.0                ,     1.7746364390477538  ,    0.2218785349978134 ,                            ,                          ,                       0.0,           129.00232315063474,                         69.0,                 129.71945180574417,              3.0,                    0.0,                            ,                      ,                    , False           ,                     ,                                 ,                                ,                                      ,                                     ,                             , -85.02148326599854                 , True                                    ,  7.120883499999999  , 23.5702             ,                      ,                      ,                         ,                         ,                          ,                          ,                            ,                               ,                    ,  88.64364117187873,                         ,                    ,                    ,                       ,                        ,                        ,                         ,              ,                      ,                          ,              ,                       ,                           ,              ,                       ,                           ,              ,                        ,                            ,     14.40303315899655 ,                         137466.0,                1328.6963527219768,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Stop_Copy_4T                       ,   5, stopcopy ,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       251.41235619000145,                    236.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    164.21627425000042,  178.28772282000136,     150.1052246750005 ,   164.17667324500144,        14.071448570000939 ,                   14.025,                  22.0,    618.8            ,                        ,                                  ,                           ,                           ,                            ,                            ,    1.7849669540300965,     0.0                ,      0.0                ,     1.7845751130953431  ,    0.22312086925376207,                            ,                          ,                       0.0,           129.00249481201172,                         69.0,                 130.35274289878896,              3.0,                    0.0,                            ,                      ,                    , False           ,                     ,                                 ,                                ,                                      ,                                     ,                             , -87.23568294500001                 , True                                    ,  6.795910500000001  , 24.348599999999998  ,                      ,                      ,                         ,                         ,                          ,                          ,                            ,                               ,                    ,  88.76468993669575,                         ,                    ,                    ,                       ,                        ,                        ,                         ,              ,                      ,                          ,              ,                       ,                           ,              ,                       ,                           ,              ,                        ,                            ,     14.39472658700106 ,                         137199.0,                1297.8502187906079,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Stop_Copy_4T                       ,   6, stopcopy ,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       242.77990090599997,                    228.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    164.1468514070002 ,  178.414451446999  ,     150.12806817599994,   164.39566821599874,        14.267600039998797 ,                   14.221,                  20.0,    614.6            ,                        ,                                  ,                           ,                           ,                            ,                            ,    1.8097792193293571,     0.0                ,      0.0                ,     1.80938748922199    ,    0.22622240241616964,                            ,                          ,                       0.0,           129.00232315063474,                         70.0,                 130.32446698968087,              3.0,                    0.0,                            ,                      ,                    , False           ,                     ,                                 ,                                ,                                      ,                                     ,                             , -78.38423269000123                 , True                                    ,  6.71255            , 23.854200000000002  ,                      ,                      ,                         ,                         ,                          ,                          ,                            ,                               ,                    ,  88.69975323072927,                         ,                    ,                    ,                       ,                        ,                        ,                         ,              ,                      ,                          ,              ,                       ,                           ,              ,                       ,                           ,              ,                        ,                            ,     14.592624650998914,                         138160.0,                1432.7285199093403,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Stop_Copy_4T                       ,   7, stopcopy ,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       255.81227308600137,                    240.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    161.95662437499777,  176.02303643199775,     150.10981730999993,   164.1762293669999 ,        14.06641205699998  ,                   13.912,                   8.0,    613.2            ,                        ,                                  ,                           ,                           ,                            ,                            ,    1.7643802454695106,     0.0                ,      0.0                ,     1.7639884045347571  ,    0.22054753068368882,                            ,                          ,                       0.0,           129.00232315063474,                         69.0,                 129.8961371314098 ,              3.0,                    0.0,                            ,                      ,                    , False           ,                     ,                                 ,                                ,                                      ,                                     ,                             , -91.63604371900146                 , True                                    ,  6.784704           , 24.7446             ,                      ,                      ,                         ,                         ,                          ,                          ,                            ,                               ,                    ,  88.82367034020125,                         ,                    ,                    ,                       ,                        ,                        ,                         ,              ,                      ,                          ,              ,                       ,                           ,              ,                       ,                           ,              ,                        ,                            ,     14.389898371002346,                         134185.0,                1268.3153769575545,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Stop_Copy_4T                       ,   8, stopcopy ,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       251.40879959700032,                    236.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    161.8689458700028 ,  175.9352411740001 ,     150.10485600700122,   164.17115131099854,        14.066295303997322 ,                   14.01 ,                   8.0,    621.65           ,                        ,                                  ,                           ,                           ,                            ,                            ,    1.775894021615386 ,     0.0                ,      0.0                ,     1.7755021713674068  ,    0.22198675270192325,                            ,                          ,                       0.0,           129.00232315063474,                         69.0,                 129.8105131082986 ,              3.0,                    0.0,                            ,                      ,                    , False           ,                     ,                                 ,                                ,                                      ,                                     ,                             , -87.23764828600179                 , True                                    ,  6.885142           , 24.667              ,                      ,                      ,                         ,                         ,                          ,                          ,                            ,                               ,                    ,  88.60191217396158,                         ,                    ,                    ,                       ,                        ,                        ,                         ,              ,                      ,                          ,              ,                       ,                           ,              ,                       ,                           ,              ,                        ,                            ,     14.40474418300073 ,                         135541.0,                1317.1270688687453,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Stop_Copy_4T                       ,   9, stopcopy ,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       244.9027584739997 ,                    230.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    163.7919723269988 ,  178.0607644699994 ,     150.10585945799903,   164.37465160099964,        14.26879214300061  ,                   14.113,                   9.0,    610.25           ,                        ,                                  ,                           ,                           ,                            ,                            ,    1.796126083470881 ,     0.0                ,      0.0                ,     1.7957342145964503  ,    0.22451576043386012,                            ,                          ,                       0.0,           129.0021514892578 ,                         70.0,                 130.33114437883944,              3.0,                    0.0,                            ,                      ,                    , False           ,                     ,                                 ,                                ,                                      ,                                     ,                             , -80.52810687300007                 , True                                    ,  7.071606499999999  , 23.9614             ,                      ,                      ,                         ,                         ,                          ,                          ,                            ,                               ,                    ,  88.72001553850636,                         ,                    ,                    ,                       ,                        ,                        ,                         ,              ,                      ,                          ,              ,                       ,                           ,              ,                       ,                           ,              ,                        ,                            ,     14.612671540999145,                         137986.0,                1396.9347411910246,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Stop_Copy_4T                       ,  10, stopcopy ,       4, 100% updates, False         ,                   250000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              250000.0,       251.2822327649992 ,                    237.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    164.14309243599928,  178.21357362399797,     150.10417955999947,   164.17466074799816,        14.070481187998695 ,                   14.015,                  11.0,    617.5            ,                        ,                                  ,                           ,                           ,                            ,                            ,    1.7827015770599246,     0.0                ,      0.0                ,     1.7823097361251712  ,    0.22283769713249058,                            ,                          ,                       0.0,           129.00232315063474,                         69.0,                 130.26162515408615,              3.0,                    0.0,                            ,                      ,                    , False           ,                     ,                                 ,                                ,                                      ,                                     ,                             , -87.10757201700105                 , True                                    ,  6.966792           , 24.111              ,                      ,                      ,                         ,                         ,                          ,                          ,                            ,                               ,                    ,  88.80473571518536,                         ,                    ,                    ,                       ,                        ,                        ,                         ,              ,                      ,                          ,              ,                       ,                           ,              ,                       ,                           ,              ,                        ,                            ,     14.416756656999496,                         135825.0,                1315.9459756830363,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
