scenario                           , metric                                 , definition                                                                                                         , unit        , n , mean                , std                   , median              , q1                  , q3                  , min                 , max                 , method_note                                                                                                                                                                                                                                                                                                                        , builder_version    , input_fingerprint_sha256                                        , statistical_unit, aggregation_method
Postcopy_Late_16T_25s              , rss_t100_mib                           , Process RSS 100 s after migration completion.                                                                      , MiB         ,  4, 4547.291015625      , 13.717683117743137    , 4548.0234375        , 4537.6708984375     , 4557.6435546875     , 4532.1015625        , 4561.015625         , Offsets are nominal cumulative times reconstructed from the archived logger's successive sleep labels.                                                                                                                                                                                                                             , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_25s              , anon_hugepages_t100_mib                , Anonymous huge-page memory 100 s after migration completion.                                                       , MiB         ,  4, 1596.0              , 50.83306010855534     , 1600.0              , 1582.5              , 1613.5              , 1530.0              , 1654.0              , Offsets are nominal cumulative times reconstructed from the archived logger's successive sleep labels.                                                                                                                                                                                                                             , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_25s              , anon_hugepages_t100_pct_rss            , AnonHugePages divided by RSS 100 s after migration completion.                                                     , %           ,  4, 35.09587670599903   , 1.0285618452213827    , 35.18024050651535   , 34.775683835030065  , 35.50043337748431   , 33.75917284510325   , 36.26385296586218   , Offsets are nominal cumulative times reconstructed from the archived logger's successive sleep labels.                                                                                                                                                                                                                             , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , threads                                , Configured YCSB worker-thread count.                                                                               , threads     , 10, 16.0                , 0.0                   , 16.0                , 16.0                , 16.0                , 16.0                , 16.0                ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , operation_count_configured             , Configured YCSB operation count.                                                                                   , operations  , 10, 500000.0            , 0.0                   , 500000.0            , 500000.0            , 500000.0            , 500000.0            , 500000.0            ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , read_proportion                        , Configured YCSB read-operation proportion.                                                                         , proportion  , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , update_proportion                      , Configured YCSB update-operation proportion.                                                                       , proportion  , 10, 1.0                 , 0.0                   , 1.0                 , 1.0                 , 1.0                 , 1.0                 , 1.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , postcopy_delay_s                       , Configured delay before requesting post-copy.                                                                      , s           , 10, 40.0                , 0.0                   , 40.0                , 40.0                , 40.0                , 40.0                , 40.0                ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , guest_memory_gib                       , Configured guest memory.                                                                                           , GiB         , 10, 8.0                 , 0.0                   , 8.0                 , 8.0                 , 8.0                 , 8.0                 , 8.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , ycsb_total_operations                  , Maximum cumulative YCSB operation count.                                                                           , operations  , 10, 500000.0            , 0.0                   , 500000.0            , 500000.0            , 500000.0            , 500000.0            , 500000.0            ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , benchmark_runtime_host_s               , Host-side interval from benchmark start to benchmark end.                                                          , s           , 10, 214.3859319553998   , 4.463777572491414     , 215.67723699900122  , 215.5032948197495   , 215.81518989825236  , 202.68091765999998  , 217.89803198900336  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , benchmark_runtime_ycsb_s               , Maximum YCSB elapsed time in the workload CSV.                                                                     , s           , 10, 213.4               , 4.087922591134904     , 215.0               , 214.0               , 215.0               , 203.0               , 217.0               ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , migration_start_run_s                  , Migration-start event time relative to run start.                                                                  , s           , 10, 113.37329467220006  , 1.1839589071146763    , 114.03263629999856  , 112.38305902424963  , 114.17131405200051  , 111.48895307200291  , 114.29926548000005  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , migration_end_run_s                    , Migration-end event time relative to run start.                                                                    , s           , 10, 153.9457275441      , 1.1834675183243826    , 154.60245331349688  , 152.95716454900412  , 154.7431373385025   , 152.064925658       , 154.8706528420007   ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , migration_start_ycsb_s                 , Migration-start event time relative to benchmark start.                                                            , s           , 10, 100.10824995020012  , 0.002573293191867581  , 100.10732808499961  , 100.10669554024844  , 100.10941482325052  , 100.10452295100185  , 100.11283350399754  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , migration_end_ycsb_s                   , Migration-end event time relative to benchmark start.                                                              , s           , 10, 140.68068282210007  , 0.003983240585258752  , 140.68020166800125  , 140.67786251800135  , 140.683283393505    , 140.6761828289964   , 140.6888060899946   ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , migration_duration_event_s             , Host event interval from migration_started to migration_end.                                                       , s           , 10, 40.57243287189995   , 0.0026856951579473554 , 40.5717911260017    , 40.57080999875052   , 40.57436548325131   , 40.568519459993695  , 40.5766864899997    ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , migration_duration_qmp_s               , QEMU query-migrate total-time converted from ms to s.                                                              , s           , 10, 40.4941             , 0.0071871799445639315 , 40.4925             , 40.4885             , 40.497              , 40.487              , 40.51               ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , migration_downtime_ms                  , QEMU query-migrate downtime.                                                                                       , ms          , 10, 32.4                , 4.5995168828427575    , 30.5                , 30.0                , 34.0                , 27.0                , 43.0                ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , pre_throughput_ops_s                   , Mean throughput during the 20 s immediately before migration or relocation.                                        , operations/s, 10, 2134.63445          , 100.99189946185727    , 2171.75             , 2164.8              , 2180.625            , 1881.7              , 2215.5              , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , during_throughput_ops_s                , Mean throughput while migration is active.                                                                         , operations/s, 10, 1979.1373500000002  , 21.655559337615845    , 1989.48675          , 1964.18125          , 1994.875            , 1935.55             , 1997.875            , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , post_0_10_throughput_ops_s             , "Mean throughput in the nominal (0, 10] s interval after completion/resumption."                                   , operations/s, 10, 1789.8422000000003  , 209.9054533417897     , 1725.35             , 1644.925            , 1915.7              , 1546.1              , 2148.916            , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , post_10_30_throughput_ops_s            , "Mean throughput in the nominal (10, 30] s interval after completion/resumption."                                  , operations/s, 10, 1996.815            , 82.1673193009916      , 2015.25             , 1976.875            , 2044.9875000000002  , 1843.75             , 2105.1              , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , post_30_90_throughput_ops_s            , "Mean of available throughput reports in the nominal (30, 90] s interval after completion/resumption."             , operations/s, 10, 2122.1202402302397  , 22.73622188951622     , 2130.4931818181817  , 2121.926095744681   , 2133.8916919191915  , 2060.212121212121   , 2136.2024444444446  , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end. The nominal 60-second window is retained even when the workload ends early; available reports are used and coverage is reported separately.                                                                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , total_transferred_gib                  , Total RAM migration data transferred.                                                                              , GiB         , 10, 5.202474778424948   , 0.02687713220202138   , 5.209815452806652   , 5.178374337032437   , 5.222332058707252   , 5.166172776371241   , 5.240833138115704   ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , precopy_transferred_gib                , RAM transferred during precopy.                                                                                    , GiB         , 10, 5.064258808828891   , 0.0001333687238603248 , 5.064269027672708   , 5.064197892323136   , 5.0643073953688145  , 5.064000582322478   , 5.064446231350303   ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , postcopy_transferred_gib               , RAM transferred during postcopy.                                                                                   , GiB         , 10, 0.1374854499474168  , 0.026830243865679084  , 0.14482994750142097 , 0.11350475996732712 , 0.1574816359207034  , 0.10122131370007992 , 0.1757857846096158  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , downtime_transferred_gib               , RAM transferred while the VM was stopped.                                                                          , GiB         , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , transfer_amplification                 , Total transferred RAM divided by configured guest RAM.                                                             , x guest RAM , 10, 0.6503093473031185  , 0.0033596415252526725 , 0.6512269316008314  , 0.6472967921290547  , 0.6527915073384065  , 0.6457715970464051  , 0.655104142264463   ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , median_active_dirty_pages_s            , Median positive QEMU dirty-pages-rate across active and postcopy-active samples.                                   , pages/s     , 10, 13316.1             , 1756.345160332166     , 14371.5             , 11499.0             , 14607.0             , 10816.0             , 15269.0             , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , median_active_dirty_mib_s              , Median active dirty-pages-rate converted using the reported page size.                                             , MiB/s       , 10, 52.016015625        , 6.860723282547523     , 56.138671875        , 44.91796875         , 57.05859375         , 42.25               , 59.64453125         , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , active_dirty_sample_count              , Number of positive dirty-pages-rate samples in active or postcopy-active QMP states.                               , samples     , 10, 81.1                , 3.478505426185217     , 81.0                , 80.0                , 83.0                , 74.0                , 86.0                , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , median_active_transfer_mib_s           , "Median positive QEMU RAM transfer rate across active and postcopy-active samples, converted from Mbit/s to MiB/s.", MiB/s       , 10, 129.0021514892578   , 0.00011444091795927609, 129.0021514892578   , 129.0021514892578   , 129.0021514892578   , 129.00197982788086  , 129.00232315063474  , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , active_transfer_sample_count           , Number of positive RAM-transfer-rate samples in active or postcopy-active QMP states.                              , samples     , 10, 201.0               , 0.0                   , 201.0               , 201.0               , 201.0               , 201.0               , 201.0               , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , qemu_completed_transfer_rate_mib_s     , QEMU completed-state whole-migration RAM transfer rate converted from Mbit/s to MiB/s.                             , MiB/s       , 10, 131.56406398942627  , 0.6652189476218697    , 131.75889233445866  , 130.96048903719102  , 132.0496239751106   , 130.66642599921332  , 132.5122381646579   , Taken only from the completed QMP state carrying RAM counters; this whole-migration average is not mixed with active interval samples.                                                                                                                                                                                             , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , dirty_sync_count                       , Final QEMU dirty-sync-count.                                                                                       , count       , 10, 8.2                 , 1.6865480854231356    , 7.5                 , 7.0                 , 9.75                , 6.0                 , 11.0                ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , postcopy_page_requests                 , Final QEMU postcopy-requests counter.                                                                              , requests    , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , postcopy_remote_fault_count            , Sum of the destination QEMU postcopy-latency-dist bins.                                                            , faults      , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , postcopy_blocktime_ms                  , Destination QEMU postcopy-blocktime.                                                                               , ms          , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , postcopy_latency_ms                    , Destination QEMU postcopy-latency converted from ns to ms; QEMU-reported zero is retained.                         , ms          , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 , "QEMU reports nanoseconds; values are divided by 1,000,000. A reported zero remains zero, including when no remote faults occurred."                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , migration_end_minus_benchmark_end_s    , Migration end minus benchmark end; positive values mean migration outlasted the workload.                          , s           , 10, -73.70524913329973  , 4.461725016488074     , -74.9962014755001   , -75.13602019200334  , -74.82464079449801  , -77.2140572779972   , -62.004539113004284 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , pre_avg_latency_ms                     , Mean reported average latency in the pre-event window.                                                             , ms          , 10, 7.69020515          , 0.7094281851184033    , 7.384251            , 7.3569059999999995  , 7.410744124999999   , 7.229110999999999   , 9.283557            , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , pre_p99_latency_ms                     , Mean reported p99 latency in the pre-event window.                                                                 , ms          , 10, 23.67036            , 2.7733750137893565    , 22.656200000000002  , 22.450599999999998  , 23.169              , 21.8386             , 31.1006             , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , during_avg_latency_ms                  , Mean reported average latency while live migration is active.                                                      , ms          , 10, 9.30965855          , 0.3233352852712086    , 9.411784749999999   , 9.259953            , 9.486527937500002   , 8.46947025          , 9.591006499999999   , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Postcopy_Late_16T_40s              , during_p99_latency_ms                  , Mean reported p99 latency while live migration is active.                                                          , ms          , 10, 25.973039999999997  , 1.5370208870119848    , 25.6559             , 25.0302             , 26.30585            , 24.5634             , 29.886599999999998  , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
